"NOME ITA","NOME ENG","DESCRIZIONE ITA","DESCRIZIONE ENG","CATEGORIA","LATITUDINE (es. 46.281419)","LONGITUDINE (es. 11.523885)","VIA","CAP","LOCALITA'/CITTA'","CONTATTO NOME","CONTATTO TELEFONO","CONTATTO EMAIL","CONTATTO FAX","CONTATTO URL","ORARI ITA","ORARI ENG","SERVIZI ITA","SERVIZI ENG","PREZZI ITA","PREZZI ENG","TAG 1","TAG 2","TAG 3","TAG 4","TAG AGGIUNTIVI","CAPIENZA ITA","CAPIENZA ENG","STORIA ITA","STORIA ENG","CURIOSITA' ITA","CURIOSITA' ENG","COME ARRIVARE ITA","COME ARRIVARE ENG","ACCESSIBILITA' ITA","ACCESSIBILITA' ENG"
"POSTA DI GIOVO",,,,"posta","46.157005 ","'11.153063","VIA PRINCIPE UMBERTO, 29 Fraz. VERLA",38030,"GIOVO",,"+39 0461 684022",,"+39 0461 684022",,,,,,,,,,,,"Posta",,,,,,,,,,
"POSTA DI GRUMES",,,,"posta","46.2214 ","'11.294362","P.ZZA MUNICIPIO, 12",38030,"GRUMES",,"+39 0461 685012",,"+39 0461 685012",,,,,,,,,,,,"Posta",,,,,,,,,,
"POSTA DI LONA-LASES",,,,"posta","46.145035 ","'11.219358","VIA NAZIONALE, 34",38040,"LONA-LASES",,"+39 0461 689116",,"+39 0461 689116",,,,,,,,,,,,"Posta",,,,,,,,,,
"POSTA DI SEGONZANO",,,,"posta","46.187452 ","'11.258517","FRAZIONE SCANCIO, 26",38047,"SEGONZANO",,"+39 0461 686107",,"+39 0461 686107",,,,,,,,,,,,"Posta",,,,,,,,,,
"POSTA DI SOVER",,,,"posta","46.222707 ","'11.313039","STRADON DI SOVER, 19",38048,"SOVER",,"+39 0461 698015",,"+39 0461 698015",,,,,,,,,,,,"Posta",,,,,,,,,,
"POSTA DI VALDA",,,,"posta","46.207811 ","'11.267766","VIA CENTRALE, 38/a",38030,"VALDA",,"+39 0461 685034",,"+39 0461 685398",,,,,,,,,,,,"Posta",,,,,,,,,,
"PRO.ME.DE. S.R.L. (ALBIANO)",,,,"Dentista","46.147499 ","'11.189027","VIA S. ANTONIO, 66",38041,"ALBIANO",,"+39 0461 689522",,,,,,,,,,,,,,"Dentista",,,,,,,,,,
"PRODOTTI AGRICOLI",,,,"Prodotti tipici","46.11667","11.207116","Via del Borgolet, 30 ",38040,"FORNACE",,,,,,,,,,,,,,,,,,,,,,,,,,
"QUASI BAR",,,,"Bar","46.088535","'11.182719","VIA MILANA,    12",38055,"CIVEZZANO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Renata Mode",,,,"abbigliamento","46.132577","11.244665","Corso Roma nr. 33",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Abbigliamento ",,,,,,,,,,
"RENSI CLAUDIO",,,,"Appartamento Vacanze","'46.095833","'11.233056","Via D. Targa, 51/1 – Fr. Montagnaga",38042,,,"+39 0461 558683 ","claudiorensi@gmail.com","+39 0461 223210  ",,,,"<strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />supermercato 500 m<br />dal ristorante 100 m<br />stazione/bus 500 m<br />parco pubblico 500 m<br />parco per bambini 500 m<br /><br /><strong>INFO APPARTAMENTO</strong><br />piano terra<br />64 mq&nbsp;<br />4 posti letto<br />casa fino a 4 appartamenti<br />accesso indipendente<br />accesso disabili<br />ubicazione zona residenziale a bassa densit&agrave;<br />buona esposizione dell&rsquo;edificio<br />arredo: molto curato",,,,,,,,,,,,,,,,,,
"RESIDENZA DOSSALT",,,,"Appartamento Vacanze","'46.1408","'11.2541","Fr. Sternigo, 38",38042,,,"+39 0461 242463","serraia@alice.it",,,,,"<strong><br /><br />DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"RESIDENZA SAN ROCCO",,,,"Appartamento Vacanze","'46.175","'11.2225","Via Roma, 3",38034,,,"+39 0461 683701 ","p.guaraldo@alice.it",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span class=Apple-tab-span"" style=""white-space: pre;"">",,,,,,,,,,,,,,,,,,
"RESIDENZA SOFIA",,,,"Appartamento Vacanze","'46.160278","'11.173333","Loc. Ceola di Giovo, Via Nazionale, 35",38030,,,"+39 349 2892388","residenzasofia@gmail.com","+39 0461 684278",,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />ristorante <span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"RIFUGIO GIOVANNI TONINI",,,,"rifugio","'46.1662","'11.3542","MALGA SPRUGGIO ALTA Fraz. SPRUGGIO ALTO",38042,"BASELGA DI PINE'",,"+39 0461 683022;  +39 0461 556835","rifugiotonini@live.it",,"www.rifugiotonini.it",,,,,,,,,,,"Rifugio",,,,,,,,,,
"RIFUGIO POTZMAURER",,,,"rifugio","'46.2352","'11.2513","Località Potzmauer",38030,"VALDA",,"+39 333 7771211 ","leonardiroberto@interfree.it",,"www.rifugiopotzmauer.it",,,,,,,,,,,"Rifugio",,,,,,,,,,
"Roccolo del Sauch",,"Il Roccolo del Sauch, posto all&rsquo;interno del Comune di Giovo &nbsp;&egrave; un sistema antichissimo per la cattura degli uccelli. Si tratta di una costruzione vegetale di alberi di faggio ed abete opportunamente intrecciati e potati, cos&igrave; da creare una galleria praticabile con al centro uno spiazzo erboso.","Roccolo del Sauch is a very ancient system for catching birds. It is a plant construction of beech and pine trees, especially interwoven and pruned in order to create a tunnel with a grassy sward in the middle. When a large number of birds were on the sward in the middle of the tunnel, a scarecrow was waved from the hut, preceded by the bird catcher's whistle. The birds fled horizontally, straight into an almost invisible net stretched between the arches of the tunnel.Bird catching has been forbidden since 1968 and the centre was reopened in 1993 as an observatory and a didactic environmental centre. ","Attrazione naturale","'46.214783","'11.192523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosalpina",,,,"Bar","46.174703","'11.220088","Viale IV Novembr, 17",38034,"CEMBRA",,,,,,,,,,,,,,,,,,,,,,,,,,
"S.Giorgio",,,,"Bar","'46.1005","'11.235456","VIA BERNARDI, 2 Fraz. MONTAGNAGA",38042,"BASELGA DI PINE'",,,,"+39 0461 557756",,,,,,,,,,,,,,,,,,,,,,
"S.Mauro",,,,"Bar","46.125508","'11.223777","S.Mauro, 5",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Rock",,,,"Bar","46.175202","11.222485","Viale IV Novembre, 51",38034,"CEMBRA",,,,,,,,,,,,,,,,,,,,,,,,,,
"SAINT ROCK",,,,"Pizzeria","46.175202","11.222485","Viale IV Novembre, 51",38034,"CEMBRA",,"+39 0461 683030",,,,,,,,,,,,,,,,,,,,,,,,
"SALONE ARTEPIU' UNISE DI NICOLODI CINZIA (CEMBRA)",,,,"parrucchiera","46.172555","11.22263","VIA NEGRITELLE, 10",38034,"CEMBRA",,"+39 0461 683807","cinzianic@gmail.com",,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"SALONE E PROFUMERIA",,,,"parrucchiera","46.161289","11.302874","Fraz. Centrale, Via G.Verdi, 53",38043,"BEDOLLO",,,,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"SALONE GOCCIA DI TESSADRI DIEGO (BASELGA DI PINE')",,,,"parrucchiera","46.126105 ","'11.243675","FRAZIONE VIGO, 14/1",38042,"BASELGA DI PINE'",,"+39 0461 557627",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"SALONE HAIR CENTER (CIVEZZANO)",,,,"parrucchiera","46.088704","11.18455","VIA FERSINA AVISIO, 7",38045,"CIVEZZANO",,"+39 0461 858051",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"SALONE IDEA KATY (GIOVO)",,,,"parrucchiera","46.155494 ","'11.159354","VIA 3 NOVEMBRE, 36 Fraz. VERLA",38030,"GIOVO",,"+39 0461 684150",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"SALONE LUI E LEI (GRUMES)",,,,"parrucchiera","46.221313","'11.294787","PIAZZA MUNICIPIO, 14 GRUMES",38030,"GRUMES",,"+39 0461 685052",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"SALONE MELODY",,,,"parrucchiera","46.09015","'11.181437","VIA MURIALDO,     1/B",38045,"CIVEZZANO",,,,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"SALONE MF STYLE DI FRANCESCA SVALDI (BASELGA DI PINE')",,,,"parrucchiera","46.134938 ","'11.24938","V.LE DELLA SERRAIA, 5",38042,"BASELGA DI PINE'",,"+39 0461 554222",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"SALONE MYTHO (SEGONZANO)",,,,"parrucchiera","46.188397 ","'11.260927","FRAZIONE SABION, 4 ",38047,"SEGONZANO",,"+39 0461 686108",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"SALONE RITOCCHI D'IMMAGINE DI FILIPPI LORENZA (ALBIANO)",,,,"parrucchiera","46.140177 ","'11.197288","VIA A. MANZONI, 30",38041,"ALBIANO",,"+39 0461 687151",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"Salone Sonia",,,,"parrucchiera","46.17018","11.246887","Fraz. Sevignano, 70",38047,"SEGONZANO",,,,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"SALONE SONIA (SEGONZANO)",,,,"parrucchiera","46.170105","'11.246834","FRAZIONE SEVIGNANO, 70/B",38047,"SEGONZANO",,"+39 349 5213807",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"SALONE TEX (CIVEZZANO)",,,,"parrucchiera","46.088567 ","'11.181979","VIA MILANA, 1 ",38045,"CIVEZZANO",,"+39 338 9188537",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"SALONE TOTALOOK TONDINA (CEMBRA)",,,,"parrucchiera","46.175546","11.221989","P.ZZA S. ROCCO, 14",38034,"CEMBRA",,"+39 0461 680053",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"SALONE UNISEX (BASELGA DI PINE')",,,,"parrucchiera","46.134456 ","'11.248913","VIA C. BATTISTI, 117",38042,"BASELGA DI PINE'",,"+39 0461 557003",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"Santuario della Madonna di Piné - Riserva Naturalistica del Laghestel","Santuario della Madonna di Piné - Riserva Naturalistica del Laghestel","Percorso di&nbsp;media difficolt&agrave;&nbsp;che partendo da Miola conduce alla frazione di Faida; da qui con una&nbsp;leggera salita si raggiunge Montagnaga, passando per il&nbsp;Santuario della Madonna di Pin&egrave;.""","Percorso di&nbsp;media difficolt&agrave;&nbsp;che partendo da Miola conduce alla frazione di Faida; da qui con una&nbsp;leggera salita si raggiunge Montagnaga, passando per il&nbsp;Santuario della Madonna di Pin&egrave;.""","luogoculto","'46.125278","'11.253611",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Santuario Madonna dell`Aiuto",,"All&rsquo;ombra di un plurisecolare tiglio, si trova il Santuario dedicato a Maria Ausiliatrice, meglio conosciuta come Madonna dell&rsquo;Aiuto"". L&rsquo;edificio, come si presenta oggi, &egrave; il risultato del recente ampliamento del 1961. All&rsquo;interno conserva il ""miracoloso"" quadro della Madonna dell&rsquo;Aiuto.""","At Segonzano there is a sanctuary dedicated to Maria Ausilitrice, better known as the “Madonna dell’Aiuto” (Our Lady Help of Christians). The building, as it appears today, is the result of recent extensions carried out in 1961. Inside, there is the “miraculous” painting of the Madonna dell’Aiuto, which is a copy of the Mariahilf by Lukas Cranach conserved at Innsbruck It was commissioned and brought to Segonzano in 1682-83 by Baron Francesco Ferdinando of Prato. The painting was immediately placed in a chapel near Segonzano, which soon became the destination of pilgrimages by many devoted people. In 1820 the building was turned into a sanctuary. ","luogoculto","'46.207083","'11.2803611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santuario Madonna di Piné",,"Il Santuario della Madonna di Pin&egrave; &egrave; uno dei pi&ugrave; celebri e frequentati siti di devozione mariana in Trentino. Oltre al Santuario, nel paese di Montagnaga si trova anche il maestoso Monumento al Redentore.&nbsp;","The Sanctuary of Madonna di Piné is the most famous and most visited monument to the Madonna in the Trentino area, and the destination of many pilgrims who also come from neighbouring dioceses to this place of hope and conversion. According to tradition, the Madonna appeared 5 times, between 1729 and 1730, to a shepherd girl named Domenica Targa.
Not far away rises the Monument to the Redeemer, a work produced in the nineteen hundreds in neo-renaissance style. At the spot known as “la Comparsa” (“the Apparition”), a natural sized group in cast iron represents the Madonna’s first apparition to Domenica Targa.

","luogoculto","'46.09177","'11.233722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAUCH",,,,"Ristorante","46.214783","11.192523","Loc. Sauch",38030,"GIOVO",,"+39 0461 683768  +39 335 5933061",,,,,,,,,,,,,,,,,,,,,,,,
"SAVOI MARIA GRAZIA",,,,"Appartamento Vacanze","'46.1811","'11.2363","Via Beghei, 5",38030,,,"+39 0461 682285 ",,,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />Supermercato<span class=Apple-tab-span"" style=""white-space: pre;"">",,,,,,,,,,,,,,,,,,
"Scuola elementare ",,,,"servizimunicipali","46.131337","'11.241507","Via Scuole, 15",38042,"BASELGA DI PINÉ",,"+39 0461 602087 ",,,,,,,,,,,,,,"Palestra",,,,,,,,,,
"Scuola elementare ",,,,"servizimunicipali","46.16506","'11.300165","Via S. Osvaldo",38043,"BEDOLLO",,"+39 0461 556624",,,,,,,,,,,,,,"Palestra",,,,,,,,,,
"Sentiero Bedollo - Brusago","Sentiero Bedollo - Brusago","<p>Itinerario per lo pi&ugrave; pianeggiante, che ripercorre le antiche vie di comunicazione tra Bedollo e Brusago.</p>","<p>Itinerario per lo pi&ugrave; pianeggiante, che ripercorre le antiche vie di comunicazione tra Bedollo e Brusago.</p>","Attrazione naturale","'46.165","'11.300278",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Sentiero dei Vecchi Mestieri","Sentiero dei Vecchi Mestieri","Il Sentiero dei Vecchi Mestieri porta alla scoperta dell&rsquo;antica viabilit&agrave; storica&nbsp;che da tempi immemorabili collega le&nbsp;due sponde della Valle di Cembra.""","Il Sentiero dei Vecchi Mestieri porta alla scoperta dell&rsquo;antica viabilit&agrave; storica&nbsp;che da tempi immemorabili collega le&nbsp;due sponde della Valle di Cembra.""","Attrazione naturale","'46.230556","'11.300833",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Sentiero del laghetto Vedes","Sentiero del laghetto Vedes","Itinerario di interesse naturalistico, interamente immerso nei boschi di conifere a cui si intercalano le radure dei numerosi masi.&nbsp;""","Itinerario di interesse naturalistico, interamente immerso nei boschi di conifere a cui si intercalano le radure dei numerosi masi.&nbsp;""","Attrazione naturale","'46.229167","'11.297778",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Sentiero di Segonzano","Sentiero di Segonzano","Percorso d`interesse geologico e naturalistico, con lunghe attraversate nel bosco su antiche mulattiere; la presenza del Santuario della Madonna dell`Aiuto aggiunge importanti contenuti artistici e religiosi all`itinerario.""","Percorso d`interesse geologico e naturalistico, con lunghe attraversate nel bosco su antiche mulattiere; la presenza del Santuario della Madonna dell`Aiuto aggiunge importanti contenuti artistici e religiosi all`itinerario.""","Attrazione naturale","'46.181111","'11.263333",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Sentiero lago Santo","Sentiero lago Santo","Il sentiero&nbsp;collega l&rsquo;abitato di Cembra al Lago Santo, e percorre un tratto in cui&nbsp;anticamente&nbsp;passava la via Claudia Augusta.""","Il sentiero&nbsp;collega l&rsquo;abitato di Cembra al Lago Santo, e percorre un tratto in cui&nbsp;anticamente&nbsp;passava la via Claudia Augusta.""","Attrazione naturale","'46.175556","'11.223056",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Sentiero Maderlina","Sentiero Maderlina","Percorso&nbsp;nei boschi di latifoglie&nbsp;in gran parte su strade lastricate e sterrate, con diversi&nbsp;punti di interesse naturalistico; molto gradevole nel suo&nbsp;sviluppo ad anello&nbsp;con modesti dislivelli.""","Percorso&nbsp;nei boschi di latifoglie&nbsp;in gran parte su strade lastricate e sterrate, con diversi&nbsp;punti di interesse naturalistico; molto gradevole nel suo&nbsp;sviluppo ad anello&nbsp;con modesti dislivelli.""","Attrazione naturale","'46.160278","'11.186389",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Sentiero Mancabrot e del lac de Montesel","Sentiero Mancabrot e del lac de Montesel","E&rsquo; un percorso ad anello che inizia e termina presso il centro civico di Valternigo, nel comune di Giovo.""","E&rsquo; un percorso ad anello che inizia e termina presso il centro civico di Valternigo, nel comune di Giovo.""","Attrazione naturale","'46.160278","'11.160278",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Sentiero Val Regnana","Sentiero Val Regnana","Itinerario piuttosto lungo che garantisce&nbsp;una giornata di sano cammino, con&nbsp;punti d&rsquo;interesse naturalistico, lunghe attraversate&nbsp;nel bosco su antiche mulattiere&nbsp;e soste in ameni borghi disseminati lungo il percorso.""","Itinerario piuttosto lungo che garantisce&nbsp;una giornata di sano cammino, con&nbsp;punti d&rsquo;interesse naturalistico, lunghe attraversate&nbsp;nel bosco su antiche mulattiere&nbsp;e soste in ameni borghi disseminati lungo il percorso.""","Attrazione naturale","'46.160278","'11.294444",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"SERGIO",,,,"Ristorante","46.135142","'11.249391","Viale della Serraia, 7/a",38042,"BASELGA DI PINE'",,"+39 0461 557124",,,"www.pizzeriasergio.it   www.pizzeriaristorantesergio.com",,,,,,,,,,,,,,,,,,,,,
"Serraia",,,,"Bar","46.134609","'11.249133","Via della Serraia, 3",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"SERRAIA",,,,"Ristorante","46.134668","'11.24909","Viale della Serraia, 3",38042,"BASELGA DI PINE'",,"+39 0461 557027",,,,,,,,,,,,,,,,,,,,,,,,
"SIGHEL CRISTINA",,,,"Appartamento Vacanze","'46.130278","'11.245278","Via del Mercato, 13",38042,,,"+39 0461 558454; +39 0461 557011","mario_franceschi88@yahoo.it",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"SIGHEL GILIO",,,,"Appartamento Vacanze","'46.1313","'11.2430","Via Marconi, 33",38042,,,"+39 0461 557008 ","msighel@gmail.com","+39 0461 557008",,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"SIGHEL NOEMI",,,,"Appartamento Vacanze","'46.1286","' 11.2505","Via della Laita, 26 - Miola",38042,,,"+39 0461 554094 ","noemi.sighel@libero.it",,,,,"<strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"SIGHEL ROSANNA",,,,"Appartamento Vacanze","'46.124444","'11.246667","Via del Massalon, 11",38042,,,"+39 0461 557218 ","danielemiola@hotmail.it",,,,,"<strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />Supermercato 300 m<br />ristorante 150 m<br />parco per bambini 50 m<br />lago 1,2 km<br />stadio del ghiaccio 800 m<br /><br /><strong>INFO APPARTAMENTO</strong><br />Secondo piano<br />70 mq&nbsp;<br />5 posti letto<br />1 posto letto aggiunto<br />casa fino a 4 appartamenti<br />accesso attraverso parti comuni<br />centro abitato ad alta densit&agrave; di edifici<br />arredo: buono<br />buona esposizione dell'edificio",,,,,,,,,,,,,,,,,,
"SIGHEL SANDRO",,,,"Appartamento Vacanze","'46.1313","'11.2463","Via C. Battisti, 51",38042,,,"+39 0461 558033 ","info@lineacarni.it",,,,,"<strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"SIMEONI LUISA",,,,"Appartamento Vacanze","'46.221667","'11.293611","Via Oriola, 10",38030,,,"+39 0461 685302 ","enrpojer@tin.it",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato 100 m<br />farmacia 10 km<br />ristorante 20 m<br />stazione/bus 50 m<br />parco per bambini 300 m<br /><br /><strong>INFO APPARTAMENTO<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"Sirena",,,,"Bar","46.135423","'11.24967","Viale Della Serraia, 10, ",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"Soc. MACELLERIA CASAGRANDA sas",,,,"Prodotti tipici","46.160758","11.302338","Fraz. Centrale, Via C.Colombo, 5",38043,"BEDOLLO",,,,,,,,,,,,,,,,"Macelleria",,,,,,,,,,
"Sorgente Ferruginosa","Sorgente Ferruginosa","Si tratta di un percorso facile, con pochi tratti in leggera salita immersi nel bosco, che partendo da Miola porta alla sorgente.&nbsp;","Si tratta di un percorso facile, con pochi tratti in leggera salita immersi nel bosco, che partendo da Miola porta alla sorgente.&nbsp;","attrazione naturale","'46.125278","'11.253889",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Sottobosco",,,,"Prodotti tipici","46.082876","11.200151","Località Sille, 1",38063,"CIVEZZANO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Speedy Break",,,,"Bar","46.169039","'11.210061","Loc. Predole 23/3",38034,"CEMBRA",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sport",,,,"Bar","46.132016","'11.243678","Corso Roma, 7",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"Stella Alpina",,,,"Bar","46.221688","'11.293805","Piazza Municipio, 1",38030,"GRUMES",,,,,,,,,,,,,,,,,,,,,,,,,,
"STELLA ALPINA",,,,"Ristorante","46.221688","'11.293805","Piazza Municipio, 1",38030,"GRUMES",,"+39 0461 685019",,,,,,,,,,,,,,,,,,,,,,,,
"Supermercato Fratelli Ravelli",,,,"Alimentari","46.133698","11.246164","Corso Roma nr. 47",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"SUSI (ALBIANO)",,,,"parrucchiera","46.143753 ","'11.195088","VIA DE FILIPPI, 1",38041,"ALBIANO",,"+39 0461 689582",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"Svaldi Francesca",,,,"profumeria","46.135029","11.249345","Viale della Serraia nr. 5/A",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Profumeria",,,,,,,,,,
"SWEET COFFEE",,,,"Bar","46.083337","'11.199099","FRAZIONE MOCHENA,     4/A",38056,"CIVEZZANO",,,,,,,,,,,,,,,,,,,,,,,,,,
"TABACCHI CARESIA SERENA",,,,"tabacchino","46.117138","11.205357","Via dei Mori, 5",38040,"FORNACE",,,,,,,,,,,,,,,,"Tabacchi",,,,,,,,,,
"Tabacchi Facchinelli",,,,"tabacchino","46.08213","11.195839","frazione mochena, 1",38060,"CIVEZZANO",,,,,,,,,,,,,,,,"Tabacchi",,,,,,,,,,
"Tabacchi Fadanelli Danilo",,,,"tabacchino","46.175185","11.220214","Piazza Marconi, 8",38034,"CEMBRA",,,,,,,,,,,,,,,,"Tabacchi",,,,,,,,,,
"Tabacchino Zangrando",,,,"tabacchino","46.157135","11.152254","fraz. Verla, Via del Rizzol, 4/A",38035,"GIOVO",,,,,,,,,,,,,,,,"Tabacchi",,,,,,,,,,
"TALPA",,,,"Pizzeria","46.12722","11.249635","Fr. Miola – Via della Cros, 7",38042,"BASELGA DI PINE'",,"+39 0461 557202",,,,,,,,,,,,,,,,,,,,,,,,
"TAVOLA CALDA DO SPAGHI",,,,"Ristorante","46.168389","'11.247134","Fr. Sevignano, 68",38047,"SEGONZANO",,"+39 328 0475981 +39 380 3689810",,,,,,,,,,,,,,,,,,,,,,,,
"TESSADRI GIORGIO",,,,"Appartamento Vacanze","'46.1263","'11.2472","Via Baldessari, 4 – Fr. Miola",38042,,,"+39 0461 557830 ","renzotess@libero.it",,,,,"<strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"TIGOTA'",,,,"profumeria","46.083337","11.199099","FRAZIONE MOCHENA,     4/A",38050,"CIVEZZANO",,,,,,,,,,,,,,,,"Profumeria",,,,,,,,,,
"TIROL",,,,"Ristorante","'46.2173","'11.3267","Fr. Montesover, Via D. Santuari, 3",38048,"SOVER",,"+39 0461 698377","info@hotel-tirol.it","+39 0461 698408","www.hotel-tirol.it",,,,,,,,,,,,,,,,,,,,,
"Tirol - Natural Idill",,,,"Bar","'46.2173","'11.3267","Via cap. domenico santuari, 3",38048,"SOVER",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tondini Mattia",,,,"Alimentari","46.098565","11.23632","Fr. Montagnaga Via Pergine nr. 12",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"TONEZZER MATTEO",,,,"Appartamento Vacanze","'46.2305","'11.2977","Via Ronchi, 12",38030,,,"+39 0461 848912 ","matteo.tonezzer@gmail.com",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />Supermercato 50 m<br />ambulatorio medico 30 m<br />ristorante 30 m<br />stazione/bus 500 m<br />parco per bambini 500 m<br /><br /><strong>INFO APPARTAMENTO<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"Torbiera del Vedes",,"La torbiera del Vedes a Grumes &egrave; un raro esempio di torbiera alta da interramento, con un lago residuo al centro e delimitata da un solco. Nel biotopo, oltre alla zona umida vera e propria, ricade anche una parte dei boschi ad esso circostanti, avente funzione di area di protezione.","The ecosystems play an important role in our tourist environment. They are an integral part of the natural and cultural landscape and one of its highlights. The network of nature sanctuaries in the upper Cembra Avisio valley, along with its biotopes, is becoming the focus of the territory’s sustainable development. Even if these areas are free and can be accessed all year round, the benefits, in tourist terms, can be seen through various individual and organized activities. ","Attrazione naturale","'46.237503","'11.267382",,,,,,,,,,,,,,,,,,,"Biotopi",,,,,,,,,,
"TORREFAZIONE TRIVENETA",,,,"Prodotti tipici","46.16151","11.303131","Fraz. Centrale, Via G.Verdi, 47",38043,"BEDOLLO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Trekking delle cave","Trekking delle cave","Bella e semplice passeggiata per buona parte su&nbsp;sentieri e strade forestali&nbsp;che ci porta a scoprire&nbsp;affascinanti luoghi nei boschi&nbsp;sopra l&rsquo;abitato di&nbsp;Albiano.&nbsp;""","Bella e semplice passeggiata per buona parte su&nbsp;sentieri e strade forestali&nbsp;che ci porta a scoprire&nbsp;affascinanti luoghi nei boschi&nbsp;sopra l&rsquo;abitato di&nbsp;Albiano.&nbsp;""","attrazione naturale","'46.1425","'11.193056",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"UNICREDITBANCA SPA",,,,"banca","46.142978 ","'11.198171","VIA ROMA, 27 ALBIANO",38041,"ALBIANO",,"+39 0461 1570704",,"+39 0461 1823621",,,,,,,,,,,,,,,,,,,,,,
"UNICREDITBANCA SPA",,,,"banca","46.133624 ","'11.248194","VIA BATTISTI, 94 BASELGA DI PINE'",38042,"BASELGA DI PINE'",,"+39 0461 1570707",,"+39 0461 1823604",,,,,,,,,,,,,,,,,,,,,,
